id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source,source_file,content_id,session,module,answer_type,word_limit,time_limit_seconds,xp,active,olq,notes,status
SRT0387,Practical Problem-Solving & Resourcefulness,,Medium,SRT,He was managing a college event's budget when an unexpected additional cost arose that threatened to exceed the total allocation.,,,,,"He reviewed the budget for non-essential items that could be trimmed, negotiated with vendors for better rates, and kept the event within the revised budget.",Creative budget management under financial constraints reflects strong practical problem-solving skill.,,,,"problem-solving,resourcefulness,financial-management",,,,SRT0387,,,,20,,,,,,
SRT0388,Practical Problem-Solving & Resourcefulness,,Easy,SRT,He was assigned to set up equipment for a college presentation but discovered a compatibility issue between the laptop and projector at the last minute.,,,,,"He quickly sought an alternate cable or adapter from nearby resources, and if unavailable, adapted the presentation format to work with what was available.",Quick problem diagnosis and flexible adaptation prevent technical issues from derailing important presentations.,,,,"problem-solving,technical-skills,adaptability",,,,SRT0388,,,,20,,,,,,
SRT0389,Practical Problem-Solving & Resourcefulness,,Medium,SRT,"During an NCC map-reading exercise, he realised the given map had an outdated feature that didn't match the actual terrain.",,,,,"He cross-referenced with visible landmarks and other available information to adjust his navigation, rather than blindly following the outdated map.","Critical thinking when information is imperfect, rather than blind reliance, reflects strong reasoning ability.",,,,"problem-solving,ncc,critical-thinking",,,,SRT0389,,,,20,,,,,,
SRT0390,Practical Problem-Solving & Resourcefulness,,Medium,SRT,He was helping organise a college sports day when the originally planned venue became unavailable just two days before the event.,,,,,"He quickly identified an alternate suitable venue, coordinated necessary permissions, and communicated the change clearly to all participants.","Quick, effective crisis resolution under time pressure reflects strong organisational resourcefulness.",,,,"problem-solving,organizing-ability,communication",,,,SRT0390,,,,20,,,,,,
SRT0391,Practical Problem-Solving & Resourcefulness,,Hard,SRT,"During a college robotics project, the team's approach to a key technical challenge had failed after multiple attempts, with the deadline approaching.",,,,,"He proposed stepping back to reconsider the problem from a different angle, leading the team through a structured brainstorming session to find a new approach.",Willingness to abandon a failing approach and think creatively under pressure reflects strong problem-solving maturity.,,,,"problem-solving,critical-thinking,teamwork",,,,SRT0391,,,,20,,,,,,
SRT0392,Practical Problem-Solving & Resourcefulness,,Medium,SRT,He noticed that the college library's limited operating hours were preventing many students from accessing needed resources during exam season.,,,,,"He proposed a practical solution to the administration, such as extended hours or an online resource-sharing system, backed by clear reasoning.","Identifying systemic problems and proposing practical, well-reasoned solutions reflects strong problem-solving and initiative.",,,,"problem-solving,initiative,organizing-ability",,,,SRT0392,,,,20,,,,,,
SRT0393,Practical Problem-Solving & Resourcefulness,,Medium,SRT,"During a group trek, the planned campsite turned out to be unsuitable upon arrival due to unexpected ground conditions.",,,,,"He quickly assessed nearby alternatives, selected a safer and more suitable spot, and helped the group set up efficiently before it got dark.",Quick reassessment and decisive action when plans don't match reality reflect practical adaptability.,,,,"problem-solving,outdoor-safety,decision-making",,,,SRT0393,,,,20,,,,,,
SRT0394,Practical Problem-Solving & Resourcefulness,,Medium,SRT,He was managing a limited supply of first-aid materials during an NCC field exercise when multiple minor injuries occurred simultaneously.,,,,,"He prioritised treatment based on the severity of each injury, used materials efficiently, and improvised where necessary using clean available materials.",Effective triage and resourceful use of limited supplies during multiple simultaneous needs reflects strong practical judgement.,,,,"problem-solving,ncc,first-aid",,,,SRT0394,,,,20,,,,,,
SRT0395,Determination & Perseverance,,Easy,SRT,He failed to qualify for a college sports team on his first attempt despite months of practice.,,,,,"He analysed his weaknesses honestly, adjusted his training approach, and continued practising with renewed determination for the next opportunity.","Responding to failure with reflection and renewed effort, rather than giving up, reflects strong determination.",,,,"determination,resilience,self-improvement",,,,SRT0395,,,,20,,,,,,
SRT0396,Determination & Perseverance,,Easy,SRT,He did not clear the SSB interview in his first attempt despite thorough preparation.,,,,,"He reviewed his performance honestly, sought feedback from mentors, identified specific areas to improve, and began preparing systematically for his next attempt.","Constructive response to setbacks, through honest self-assessment and renewed effort, reflects the determination valued in officer candidates.",,,,"determination,ssb,resilience",,,,SRT0396,,,,20,,,,,,
SRT0397,Determination & Perseverance,,Easy,SRT,"During marathon training, he suffered a minor injury partway through his preparation period.",,,,,"He consulted a doctor, followed the prescribed recovery process patiently, and gradually resumed training without risking further injury.","Patient, disciplined recovery rather than reckless pushing through injury reflects mature determination.",,,,"determination,resilience,discipline",,,,SRT0397,,,,20,,,,,,
SRT0398,Determination & Perseverance,,Hard,SRT,"He was preparing for a competitive exam for the third consecutive year after two unsuccessful attempts, facing doubts from those around him.",,,,,"He honestly evaluated what had gone wrong in previous attempts, revised his preparation strategy significantly, and continued working toward his goal with steady focus.","Sustained effort through repeated setbacks, backed by honest self-evaluation rather than blind repetition, reflects genuine determination.",,,,"determination,resilience,self-improvement",,,,SRT0398,,,,20,,,,,,
SRT0399,Determination & Perseverance,,Medium,SRT,"During an NCC training camp, he found a particular physical exercise extremely difficult compared to his peers.",,,,,"He practised the exercise extra during his own time, sought guidance from instructors, and gradually improved through consistent effort.","Consistent, self-directed effort to overcome personal weaknesses reflects strong determination.",,,,"determination,ncc,self-improvement",,,,SRT0399,,,,20,,,,,,
SRT0400,Determination & Perseverance,,Easy,SRT,He was learning a new language for a personal goal but found the initial progress slower than expected.,,,,,"He maintained a consistent daily practice routine despite the slow initial progress, trusting that persistence would yield results over time.","Patience and consistency, even when progress feels slow, reflect determination and a long-term mindset.",,,,"determination,persistence,self-improvement",,,,SRT0400,,,,20,,,,,,
SRT0401,Determination & Perseverance,,Medium,SRT,He was training for a physical fitness test required for a defence exam and found his running times were not improving despite regular practice.,,,,,"He sought advice from experienced trainers, adjusted his training method based on their guidance, and continued disciplined practice with patience.","Willingness to seek guidance and adapt methods, rather than giving up when results plateau, reflects mature determination.",,,,"determination,fitness,self-improvement",,,,SRT0401,,,,20,,,,,,
SRT0402,Determination & Perseverance,,Medium,SRT,"During a long research project, he encountered a major setback when a key experiment failed to produce any usable results after weeks of work.",,,,,"He analysed what went wrong, adjusted his methodology, and restarted the critical portions of the experiment with renewed focus.","Resilience in the face of significant setbacks, through analysis and renewed effort, reflects strong determination.",,,,"determination,resilience,research",,,,SRT0402,,,,20,,,,,,
SRT0403,Determination & Perseverance,,Hard,SRT,He was several years into pursuing a long-term personal goal when a major unexpected obstacle threatened to derail his progress entirely.,,,,,"He took time to reassess his situation honestly, adapted his approach where necessary, but remained committed to his overall goal despite the setback.",Maintaining commitment to long-term goals while adapting to major obstacles reflects deep determination and resilience.,,,,"determination,resilience,goal-setting",,,,SRT0403,,,,20,,,,,,
SRT0404,Determination & Perseverance,,Medium,SRT,"During intensive exam preparation, he found himself losing motivation after weeks of consistent study without visible improvement.",,,,,"He revisited his original reasons for pursuing the goal, adjusted his study techniques for better results, and pushed through the low-motivation period with discipline.","Maintaining discipline through periods of low motivation, rather than abandoning effort, reflects genuine determination.",,,,"determination,discipline,motivation",,,,SRT0404,,,,20,,,,,,
SRT0405,Determination & Perseverance,,Medium,SRT,He was practising for a musical or artistic performance and struggled significantly with a particularly difficult section of the piece.,,,,,"He broke the difficult section into smaller parts, practised it repeatedly with focused attention, and gradually mastered it through patience.",Breaking down difficult challenges into manageable steps and persisting reflects effective determination.,,,,"determination,persistence,skill-development",,,,SRT0405,,,,20,,,,,,
SRT0406,Determination & Perseverance,,Easy,SRT,He wanted to improve his physical fitness but found it difficult to stay consistent with his exercise routine initially.,,,,,"He set small, achievable milestones for himself, tracked his progress, and gradually built a consistent habit over time.","Building sustainable habits through small, achievable steps reflects practical determination.",,,,"determination,discipline,fitness",,,,SRT0406,,,,20,,,,,,
SRT0407,Determination & Perseverance,,Medium,SRT,"During preparation for a competitive exam, he consistently struggled with one particular subject despite dedicating significant time to it.",,,,,"He sought additional help through tutoring or study groups specifically for that subject, and remained patient with his gradual progress.","Seeking appropriate support for persistent weaknesses, rather than becoming discouraged, reflects mature determination.",,,,"determination,self-improvement,resourcefulness",,,,SRT0407,,,,20,,,,,,
SRT0408,Determination & Perseverance,,Medium,SRT,"He was working toward a fitness goal that required months of consistent effort, and progress felt painfully slow in the early weeks.",,,,,"He trusted the process, maintained consistency despite the slow initial results, and gradually saw meaningful improvement over time.",Trusting a sound long-term process despite slow initial progress reflects patience and determination.,,,,"determination,persistence,fitness",,,,SRT0408,,,,20,,,,,,
SRT0409,Determination & Perseverance,,Hard,SRT,"He was rejected from a highly competitive programme he had worked toward for years, with no clear indication of when he might apply again.",,,,,"He allowed himself to process the disappointment honestly, then began researching alternative paths or future opportunities to pursue his underlying goal.","Constructive processing of major disappointment, followed by proactive planning for the future, reflects resilience and determination.",,,,"determination,resilience,goal-setting",,,,SRT0409,,,,20,,,,,,
SRT0410,Determination & Perseverance,,Medium,SRT,"During a long college project, he found his initial enthusiasm fading as the more tedious, detailed work began.",,,,,"He reminded himself of the project's importance, broke the remaining work into manageable daily tasks, and maintained steady progress despite reduced excitement.",Sustaining effort through less exciting phases of long-term work reflects mature discipline and determination.,,,,"determination,discipline,persistence",,,,SRT0410,,,,20,,,,,,
SRT0411,Determination & Perseverance,,Medium,SRT,He was preparing for a physical endurance event and hit a plateau where his performance stopped improving despite continued training.,,,,,"He consulted experienced trainers to identify what adjustments were needed, incorporated new training techniques, and pushed through the plateau with patience.","Seeking expert guidance to break through plateaus, rather than abandoning effort, reflects determined and intelligent persistence.",,,,"determination,fitness,self-improvement",,,,SRT0411,,,,20,,,,,,
SRT0412,Determination & Perseverance,,Easy,SRT,He struggled initially to wake up early for consistent morning practice sessions he had committed to.,,,,,"He gradually adjusted his sleep schedule, set clear reminders, and built the habit step by step until it became routine.","Building disciplined habits gradually, rather than expecting instant perfection, reflects practical determination.",,,,"determination,discipline,habit-building",,,,SRT0412,,,,20,,,,,,
SRT0413,Determination & Perseverance,,Medium,SRT,"During SSB preparation, he found that his performance in group tasks was consistently weaker than his performance in individual tasks.",,,,,"He sought specific feedback on his group task performance, practised deliberately in group settings, and worked steadily to improve this particular area.","Targeted effort on identified weaknesses, based on honest feedback, reflects mature and effective determination.",,,,"determination,ssb,self-improvement",,,,SRT0413,,,,20,,,,,,
SRT0414,Determination & Perseverance,,Medium,SRT,He was working on a long-term community service project that showed little visible progress in its early months.,,,,,"He remained committed to the project's long-term goals, adjusted tactics based on early lessons learned, and continued steady effort.","Commitment to long-term impact, despite slow initial visible progress, reflects patience and determination.",,,,"determination,social-service,persistence",,,,SRT0414,,,,20,,,,,,
SRT0415,Determination & Perseverance,,Hard,SRT,"He faced a significant personal setback just before an important competition he had trained for over a long period, threatening his ability to compete at his best.",,,,,"He assessed the situation realistically, made the best possible adjustments to his preparation given the circumstances, and competed with full effort despite the setback.",Adapting to unexpected setbacks while still giving full effort reflects resilience and mature determination.,,,,"determination,resilience,competition",,,,SRT0415,,,,20,,,,,,
SRT0416,Determination & Perseverance,,Medium,SRT,He was learning a new skill for a competitive exam requirement and found that his early attempts were far below the required standard.,,,,,"He remained patient with his early performance, focused on incremental daily improvement, and tracked his progress over time rather than expecting immediate mastery.","Patience with the learning curve, combined with consistent incremental effort, reflects mature determination.",,,,"determination,self-improvement,patience",,,,SRT0416,,,,20,,,,,,
SRT0417,Determination & Perseverance,,Medium,SRT,"During a long preparation period for a competitive exam, he faced significant scepticism from people around him about his chances of success.",,,,,"He acknowledged the scepticism without letting it affect his self-belief, and continued his preparation with quiet, steady confidence.",Maintaining self-belief and focus despite external scepticism reflects strong determination and self-confidence.,,,,"determination,self-confidence,resilience",,,,SRT0417,,,,20,,,,,,
SRT0418,Determination & Perseverance,,Medium,SRT,"He set an ambitious personal fitness goal that required consistent effort over an entire year, and found the middle months particularly challenging to stay motivated.",,,,,"He revisited his original motivations, adjusted his routine to keep it engaging, and pushed through the challenging middle period with discipline.",Sustaining long-term commitment through challenging middle phases reflects deep-seated determination.,,,,"determination,discipline,fitness",,,,SRT0418,,,,20,,,,,,
SRT0419,Determination & Perseverance,,Easy,SRT,He wanted to improve his performance in a particular sport but found progress frustratingly slow compared to his expectations.,,,,,"He adjusted his expectations to be more realistic, focused on incremental improvement, and remained patient and consistent in his practice.",Adjusting expectations realistically while maintaining consistent effort reflects mature determination.,,,,"determination,patience,sports",,,,SRT0419,,,,20,,,,,,
SRT0420,Determination & Perseverance,,Medium,SRT,"During preparation for an important defence entrance exam, he found that balancing physical training with academic study was more exhausting than anticipated.",,,,,"He created a sustainable, balanced schedule that allowed adequate rest, and maintained consistent effort across both areas without burning out.","Sustainable, balanced effort across multiple demanding requirements reflects mature self-management and determination.",,,,"determination,time-management,fitness",,,,SRT0420,,,,20,,,,,,
SRT0421,Determination & Perseverance,,Medium,SRT,He was working toward mastering a difficult technical skill for a competition and experienced repeated failures during practice.,,,,,"He treated each failure as a learning opportunity, analysed what went wrong each time, and persisted with adjusted technique.","Treating failure as feedback rather than defeat is a hallmark of resilient, determined individuals.",,,,"determination,resilience,skill-development",,,,SRT0421,,,,20,,,,,,
SRT0422,Determination & Perseverance,,Hard,SRT,He had been preparing for years for a specific career goal when a sudden change in eligibility criteria threatened to disqualify him entirely.,,,,,"He researched the new criteria thoroughly, assessed his options honestly, and adapted his preparation strategy to meet the new requirements without abandoning his goal.",Adapting to unexpected external changes while maintaining commitment to the underlying goal reflects resilience and determination.,,,,"determination,resilience,adaptability",,,,SRT0422,,,,20,,,,,,
SRT0423,Determination & Perseverance,,Medium,SRT,"During intensive SSB-style physical tasks practice, he consistently underperformed in one specific task despite trying multiple times.",,,,,"He sought specific technique guidance from someone experienced in that task, practised deliberately with corrected technique, and gradually improved.","Seeking targeted guidance for specific weaknesses, rather than repeating the same ineffective approach, reflects intelligent determination.",,,,"determination,ssb,self-improvement",,,,SRT0423,,,,20,,,,,,
SRT0424,Determination & Perseverance,,Medium,SRT,He set out to complete a challenging long-distance trek that had defeated him on a previous attempt due to poor preparation.,,,,,"He thoroughly analysed what had gone wrong previously, prepared more rigorously this time, and approached the trek with renewed determination and better planning.",Learning from past failures through honest analysis and improved preparation reflects mature determination.,,,,"determination,resilience,outdoor-skills",,,,SRT0424,,,,20,,,,,,
SRT0425,Determination & Perseverance,,Medium,SRT,"During a long period of exam preparation, he found that a family member's health concerns were consuming significant emotional energy and study time.",,,,,"He balanced genuine family support with disciplined, if adjusted, study efforts, finding a sustainable way to honour both responsibilities.",Balancing genuine personal challenges with continued determination toward important goals reflects emotional resilience.,,,,"determination,family-responsibility,resilience",,,,SRT0425,,,,20,,,,,,
SRT0426,Determination & Perseverance,,Easy,SRT,He wanted to build a habit of daily reading to improve his general knowledge for competitive exams.,,,,,"He started with a small, manageable daily reading goal and gradually increased it as the habit became more established.",Starting small and building gradually is a practical and sustainable approach to developing new disciplined habits.,,,,"determination,habit-building,self-improvement",,,,SRT0426,,,,20,,,,,,
SRT0427,Decisiveness & Quick Thinking,,Easy,SRT,"He had only a few minutes to decide between two equally good options for a college club activity, with no time for extended deliberation.",,,,,"He quickly weighed the key factors that mattered most, made a firm decision, and committed to it fully rather than second-guessing himself afterward.","Timely decision-making, even under uncertainty, is often more valuable than prolonged indecision between similar options.",,,,"decisiveness,decision-making,confidence",,,,SRT0427,,,,20,,,,,,
SRT0428,Decisiveness & Quick Thinking,,Medium,SRT,"During a group task with a strict time limit, the group could not reach consensus and time was running out fast.",,,,,"He proposed a quick, fair method to decide, such as a majority vote, and helped the group commit to action rather than remaining stuck in debate.","Breaking deadlocks decisively under time pressure, using fair methods, reflects strong practical leadership.",,,,"decisiveness,teamwork,time-management",,,,SRT0428,,,,20,,,,,,
SRT0429,Decisiveness & Quick Thinking,,Medium,SRT,"He was offered two internship opportunities at the same time, each with different but valuable benefits, and had to respond within 24 hours.",,,,,"He quickly identified his key priorities, evaluated both options against them, and made a confident, timely decision within the deadline.","Clear prioritisation enables confident, timely decisions even when options seem similarly attractive.",,,,"decisiveness,decision-making,priorities",,,,SRT0429,,,,20,,,,,,
SRT0430,Decisiveness & Quick Thinking,,Hard,SRT,"During a fast-moving group exercise at an NCC camp, he had to choose between two tactical approaches with almost no time to consult others.",,,,,"He relied on his training and quick assessment of the situation to choose the more sound approach, and committed to leading the group through it confidently.","Trusting one's training and judgement to make quick, sound decisions under pressure is a core officer-like quality.",,,,"decisiveness,ncc,leadership",,,,SRT0430,,,,20,,,,,,
SRT0431,Decisiveness & Quick Thinking,,Medium,SRT,"He was midway through an important task when new information suggested his current approach might not be optimal, with limited time to switch.",,,,,"He quickly assessed whether switching was truly worth the risk and cost, and made a firm decision either to adapt or continue, without wavering afterward.","Firm commitment to a well-reasoned decision, once made, prevents wasted effort from indecision.",,,,"decisiveness,decision-making,adaptability",,,,SRT0431,,,,20,,,,,,
SRT0432,Decisiveness & Quick Thinking,,Easy,SRT,"During a picnic, the group could not agree quickly on which of two nearby spots to use, and time was limited before it got dark.",,,,,"He suggested a quick, practical way to decide based on convenience, and the group moved forward without further delay.","Practical, quick decision-making in low-stakes situations prevents unnecessary loss of time.",,,,"decisiveness,practicality,leadership",,,,SRT0432,,,,20,,,,,,
SRT0433,Decisiveness & Quick Thinking,,Medium,SRT,He was asked in an interview-style setting to give an immediate opinion on a topic he hadn't specifically prepared for.,,,,,"He quickly organised his thoughts logically, gave a clear and reasoned response, and remained confident in his answer.",Organising thoughts quickly under pressure and responding with clarity reflects strong reasoning and confidence.,,,,"decisiveness,communication,confidence",,,,SRT0433,,,,20,,,,,,
SRT0434,Decisiveness & Quick Thinking,,Medium,SRT,"During a group trek, the path suddenly forked with no clear signage, and the group needed to choose a direction quickly before losing daylight.",,,,,"He quickly assessed available clues like the map, sun position, and terrain, made a reasoned choice, and led the group confidently in that direction.","Quick, reasoned decision-making using available information prevents dangerous delays in time-sensitive outdoor situations.",,,,"decisiveness,outdoor-safety,leadership",,,,SRT0434,,,,20,,,,,,
SRT0435,Decisiveness & Quick Thinking,,Hard,SRT,"During a mock SSB group planning exercise, his group was split evenly on two very different plans with the clock running out.",,,,,"He quickly identified the strongest elements of both plans, proposed a hybrid approach that addressed the time constraint, and helped the group commit to it.","Synthesising competing ideas quickly under pressure, rather than favouring one side, reflects strong practical leadership.",,,,"decisiveness,ssb,leadership",,,,SRT0435,,,,20,,,,,,
SRT0436,Decisiveness & Quick Thinking,,Medium,SRT,"He noticed a minor error in a document just before it needed to be submitted, with only seconds to decide whether to fix it or submit on time.",,,,,"He quickly assessed whether the error was significant enough to risk a delay, made a fast decision, and took responsibility for the outcome either way.","Quick risk assessment under real time pressure, followed by accountability, reflects mature decisiveness.",,,,"decisiveness,responsibility,time-management",,,,SRT0436,,,,20,,,,,,
SRT0437,Decisiveness & Quick Thinking,,Medium,SRT,"During a debate, his opponent raised an unexpected, strong counter-argument that he had not prepared a response for.",,,,,"He thought quickly on his feet, acknowledged the valid point where appropriate, and pivoted his argument logically to address it.","Quick, honest, and logical thinking under unexpected pressure reflects strong reasoning ability.",,,,"decisiveness,communication,critical-thinking",,,,SRT0437,,,,20,,,,,,
SRT0438,Decisiveness & Quick Thinking,,Easy,SRT,"He had to choose quickly between two nearly identical study materials recommended by different friends, with limited time before an exam.",,,,,"He quickly checked which one covered the syllabus more directly, made a decision, and committed fully to using it rather than switching back and forth.","Committing fully to a reasonable choice, rather than wasting time deliberating over similar options, reflects practical decisiveness.",,,,"decisiveness,time-management,practicality",,,,SRT0438,,,,20,,,,,,
SRT0439,Decisiveness & Quick Thinking,,Medium,SRT,"During an NCC camp task, the group leader was suddenly unavailable and someone needed to make an immediate call on the next step.",,,,,"He stepped up to make the necessary decision based on available information, informed the group clearly, and took responsibility for the choice.",Willingness to step up and make necessary decisions in a leader's absence reflects strong initiative and decisiveness.,,,,"decisiveness,ncc,initiative",,,,SRT0439,,,,20,,,,,,
SRT0440,Decisiveness & Quick Thinking,,Medium,SRT,He was given very little time to prepare a response for an unexpected impromptu speaking task during a college event.,,,,,"He quickly organised a simple, clear structure for his thoughts and delivered a coherent response despite the lack of preparation time.",Quick mental organisation under pressure is a valuable skill for handling unexpected challenges confidently.,,,,"decisiveness,communication,confidence",,,,SRT0440,,,,20,,,,,,
SRT0441,Decisiveness & Quick Thinking,,Medium,SRT,"During a group activity, two equally plausible solutions were proposed, and the group was wasting valuable time debating which was better.",,,,,"He proposed testing a quick, low-cost way to evaluate both options rapidly, helping the group make an informed decision without further delay.","Practical, evidence-based approaches to resolving indecision reflect strong problem-solving under time constraints.",,,,"decisiveness,problem-solving,teamwork",,,,SRT0441,,,,20,,,,,,
SRT0442,Decisiveness & Quick Thinking,,Hard,SRT,"During an emergency simulation exercise, he had to choose between two response protocols within seconds, each with different trade-offs.",,,,,"He relied on his training to quickly identify the protocol best suited to the specific scenario, and executed it confidently without hesitation.",Trusting proper training to guide quick decisions under simulated pressure builds real readiness for actual emergencies.,,,,"decisiveness,emergency,training",,,,SRT0442,,,,20,,,,,,
SRT0443,Decisiveness & Quick Thinking,,Medium,SRT,He was asked to make a quick recommendation during a college committee meeting on an issue he had only briefly reviewed beforehand.,,,,,"He honestly noted the limits of his preparation, offered his best reasoned recommendation based on available information, and remained open to others' input.","Balancing honesty about limitations with confident, reasoned input reflects mature decisiveness.",,,,"decisiveness,communication,honesty",,,,SRT0443,,,,20,,,,,,
SRT0444,Decisiveness & Quick Thinking,,Medium,SRT,"During a fast-paced group game meant to test quick thinking, he found himself unsure of the best move within the given time limit.",,,,,"He quickly weighed the most obvious risks and benefits, made his best judgement call within the time limit, and moved forward without hesitation.","Making a reasoned choice within a strict time limit, rather than freezing, reflects practical decisiveness.",,,,"decisiveness,quick-thinking,confidence",,,,SRT0444,,,,20,,,,,,
SRT0445,Decisiveness & Quick Thinking,,Medium,SRT,"He noticed that a friend needed an urgent decision on his behalf while he was unreachable, requiring him to act on incomplete information.",,,,,"He used his best judgement based on what he knew of his friend's preferences and priorities, made a reasonable decision, and informed his friend as soon as possible.","Acting responsibly on someone else's behalf under uncertainty, followed by transparent communication, reflects trustworthy decisiveness.",,,,"decisiveness,responsibility,communication",,,,SRT0445,,,,20,,,,,,
SRT0446,Decisiveness & Quick Thinking,,Easy,SRT,"During a quiz competition, he had only a few seconds to decide whether to answer a question he was only moderately confident about.",,,,,"He quickly weighed his confidence level against the scoring risk, made a decisive call, and accepted the outcome without regret.","Quick risk assessment and confident commitment to a decision, even with some uncertainty, reflects practical decisiveness.",,,,"decisiveness,confidence,risk-assessment",,,,SRT0446,,,,20,,,,,,
SRT0447,Decisiveness & Quick Thinking,,Medium,SRT,"During a group outdoor activity, unexpected rain required an immediate decision on whether to continue or seek shelter.",,,,,"He quickly assessed the safety risk of continuing, made the decisive call to seek shelter, and guided the group there efficiently.","Prioritising safety through quick, decisive action during sudden weather changes reflects sound judgement.",,,,"decisiveness,outdoor-safety,leadership",,,,SRT0447,,,,20,,,,,,
SRT0448,Decisiveness & Quick Thinking,,Medium,SRT,He was asked to make a snap judgement about a candidate's suitability during a brief informal college club selection process.,,,,,"He focused on the most relevant observable qualities, made a reasoned quick assessment, and remained open to revising his view if given more information later.","Making sound, reasoned quick judgements while remaining open to new information reflects mature decisiveness.",,,,"decisiveness,decision-making,fairness",,,,SRT0448,,,,20,,,,,,
SRT0449,Decisiveness & Quick Thinking,,Hard,SRT,"During a simulated crisis exercise, conflicting instructions came from two different sources simultaneously, requiring an immediate choice of which to follow.",,,,,"He quickly assessed which source had more relevant authority and information for the specific situation, and acted decisively on that basis.",Quickly assessing credibility and relevance of conflicting information under pressure reflects sound critical judgement.,,,,"decisiveness,critical-thinking,crisis-management",,,,SRT0449,,,,20,,,,,,
SRT0450,Decisiveness & Quick Thinking,,Medium,SRT,He had to decide quickly whether to speak up about a concern during an ongoing group discussion or wait for a more appropriate moment.,,,,,"He judged that the concern was time-sensitive enough to raise immediately, and did so respectfully without derailing the discussion.","Judging the right moment to act, balancing urgency with appropriateness, reflects social and situational awareness.",,,,"decisiveness,communication,social-adaptability",,,,SRT0450,,,,20,,,,,,
SRT0451,Decisiveness & Quick Thinking,,Medium,SRT,"During a college trip, he had to quickly decide how to reallocate a shrinking budget across multiple remaining planned activities.",,,,,"He quickly prioritised the most valuable activities for the group, made necessary cuts transparently, and communicated the revised plan clearly.","Quick, transparent prioritisation under resource constraints reflects strong practical decisiveness.",,,,"decisiveness,organizing-ability,communication",,,,SRT0451,,,,20,,,,,,
SRT0452,Decisiveness & Quick Thinking,,Medium,SRT,He noticed a friend was about to make a hasty decision with potentially serious consequences and had only moments to intervene.,,,,,"He quickly but calmly voiced his concern, offered a brief alternative perspective, and respected his friend's final choice while ensuring they had considered it.","Timely, respectful intervention when someone is about to make a hasty decision reflects care balanced with respect for autonomy.",,,,"decisiveness,communication,empathy",,,,SRT0452,,,,20,,,,,,
NLM-222,Psychology,WAT,Hard,SingleWord,Word: Responsibility,,,,,Responsible people complete tasks without supervision.,Shows reliability and accountability.,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-224,Military GK,Commands,Medium,SingleWord,The Eastern Naval Command is headquartered at ________.,,,,,Visakhapatnam,It is India's primary eastern naval headquarters.,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-225,OIR Verbal,Number Series,Hard,MCQ,"1, 4, 9, 16, 25, ?",30,36,49,64,B,Perfect squares.,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-227,Interview,Personal Interview,Hard,Subjective,You are asked about a major mistake in life.,,,,,B,Honesty and learning attitude matter.,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-228,OIR Verbal,Coding-Decoding,Hard,MCQ,"If PEACE is coded as QFBDF, then WAR is coded as:",XBS,XCS,YBS,YCS,A,Each letter shifted +1.,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-231,OIR Verbal,Analogy,Medium,MCQ,Map : Navigation :: Dictionary : ?,Grammar,Vocabulary,Pronunciation,Writing,B,Dictionary helps with words.,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-232,Military GK,Aircraft,Medium,SingleWord,The Chinook helicopter is mainly used for ________ transport.,,,,,Heavy-lift,Chinook specializes in heavy cargo transport.,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-233,Psychology,Self Description,Medium,SingleWord,How do your teachers describe you?,,,,,Dependable and willing to learn.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-235,OIR Verbal,Alphabet Series,Hard,MCQ,"B, E, I, N, T, ?",Z,Y,A,U,C,#ERROR!,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-237,Interview,CIQ,Medium,SingleWord,What would your best friend say is your strongest quality?,,,,,Trustworthiness.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-241,OIR Verbal,Blood Relation,Hard,MCQ,"A woman says, ""My mother's brother's son is standing there.""

That person is her:",Brother,Cousin,Nephew,Uncle,B,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-243,Military GK,Missiles,Medium,SingleWord,Nag is an Indian ________ missile.,,,,,Anti-tank,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-245,OIR Verbal,Classification,Medium,MCQ,Find odd one.,Courage,Bravery,Valour,Determination,D,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
NLM-246,Psychology,WAT,Medium,SingleWord,Word: Success,,,,,Success follows preparation and persistence.,,,,,,,,The_Forge_Questions_221_300_CLEAN.csv,,,,,,,,,,,
