forge_id,content_type,category,title_or_question,difficulty,status
PI0017,Personal Interview,Self Introduction,Let me know something about lakau,Medium,approved
PI0018,Personal Interview,Self Introduction,How many places you have explored till now in lak now,Medium,approved
PI0019,Personal Interview,Self Introduction,Tell me your routine of working days and routine of holidays,Medium,approved
PI0020,Personal Interview,Self Introduction,Compare Varanasi with pragaraj,Medium,approved
PI0021,Personal Interview,Self Introduction,Please tell me what are some of the things that you would like to do for fun and recreation outside your working place?,Medium,approved
PI0022,Personal Interview,Family,Tell me something about your parents aric your father your mother you have a younger brother your younger brother what do you like about them what you not like about them if there is one quality in each of them you want to change which is that quality,Medium,approved
PI0023,Personal Interview,Family,If you have a secret to tell who will you tell father mother,Medium,approved
PI0024,Personal Interview,Family,Tell me one secret you told your father and not told your mother,Medium,approved
PI0025,Personal Interview,Family,What is your mother/father’s educational qualification?,Medium,approved
PI0026,Personal Interview,Family,What is the job of your mother/father?,Medium,approved
PI0027,Personal Interview,Family,What is the monthly income of your family?,Medium,approved
PI0028,Personal Interview,Family,How many brothers and sisters do you have? What is their qualification? What are they doing presently?,Medium,approved
PI0029,Personal Interview,Family,"Now I would be interested to know about your family. Suppose you tell me about your parents i.e. about your father and mother, their occupation, how do you spend time together, your activities at home, about other members of your family like brothers, sisters, and grandparents.",Medium,approved
PI0030,Personal Interview,Family,Whom do you approach for help when you have problems and you want to confide.,Medium,approved
PI0031,Personal Interview,Family,Normally what are the activities in which you get personally involved with your family?,Medium,approved
PI0032,Personal Interview,Family,Who is stricter in your family? An example for the same.,Medium,approved
PI0033,Personal Interview,Family,How's your bonding with your parents and uh with your sibling,Medium,approved
PI0034,Personal Interview,Family,Make comparison between you and your sister who personality is better,Medium,approved
PI0035,Personal Interview,Family,Tell me two good qualities of your sister and two bad qualities that you don't like in her,Medium,approved
PI0036,Personal Interview,Family,Tell me two qualities of your father that you don't like,Medium,approved
PI0037,Personal Interview,Family,To whom you love more your mother or father,Medium,approved
PI0038,Personal Interview,Family,"Now I will be interested to know about your family. You please tell me about your parents, i.e. about your father and mother, their occupation, the other members of your family like brother, sister, grandparents, etc. How do you spend time together, your activities at home, whom do you approach for help when you have problems or when you want to confide someone?",Medium,approved
PI0039,Personal Interview,Friends,How many friends do you have what kind of friends are there what do you do with your friends tell me three specific activities and moments in those activities that you felt were the most memorable or most interesting and please tell me one naughty thing you've done with your friends,Medium,approved
PI0040,Personal Interview,Friends,Tell me one quality in you each of your three best friends will change,Medium,approved
PI0041,Personal Interview,Friends,How do you decide your friends?,Medium,approved
PI0042,Personal Interview,Friends,How many friends do you have?,Medium,approved
PI0043,Personal Interview,Friends,How have you helped your friend in their time of need?,Medium,approved
PI0044,Personal Interview,Friends,"Among your friends, to whom do you share your personal things?",Medium,approved
PI0045,Personal Interview,Friends,How would your friends describe you?,Medium,approved
PI0046,Personal Interview,Friends,Similarities and differences between you and your lover.,Medium,approved
PI0047,Personal Interview,Friends,Tell me how many friends that you made during that uh 10th class till 12th class,Medium,approved
PI0048,Personal Interview,Friends,Tell me something about your best friend,Medium,approved
PI0049,Personal Interview,Friends,What best friend gives you two suggestions what say about you,Medium,approved
PI0050,Personal Interview,Friends,What was so important what you she should come and meet you,Medium,approved
PI0051,Personal Interview,Friends,"Who are your friends in neighborhood and what social, cultural or other activities you have undertaken in their company?",Medium,approved
PI0052,Personal Interview,Education,Starting from 8th standard hardik tell me something about the school you went the marks you got the subjects you liked the subjects you did not like in your academic career,Medium,approved
PI0053,Personal Interview,Education,Name three teachers that you think were the most impressive teachers why do you think these three teachers have impressed you so much tell me one sentence about each of them,Medium,approved
PI0054,Personal Interview,Education,Name three teachers that have impressed you less and tell me one sentence about each of them also,Medium,approved
PI0055,Personal Interview,Education,Tell me any one principle in physics chemistry or mathematics you like the best,Medium,approved
PI0056,Personal Interview,Education,Tell me one concern you told her,Medium,approved
PI0057,Personal Interview,Education,Which school and college did you attend from primary to graduate level?,Medium,approved
PI0058,Personal Interview,Education,What is your favourite area of study/subject?,Medium,approved
PI0059,Personal Interview,Education,Which teacher do you like very much and why?,Medium,approved
PI0060,Personal Interview,Education,Tell me about your specific achievements during your study.,Medium,approved
PI0061,Personal Interview,Education,Did you choose your area of study or group of study by yourself or did you do that by compulsion?,Medium,approved
PI0062,Personal Interview,Education,"How much did you score in your tenth, twelfth, college?",Medium,approved
PI0063,Personal Interview,Education,What is the reason behind your poor grades?,Medium,approved
PI0064,Personal Interview,Education,"Tell me about your education starting from middle school level, say 8th standard onwards, and working up to your present level of education.",Medium,approved
PI0065,Personal Interview,Education,Let me know about your uh education is starting from 9th onwards uh like uh you opted subject science background why you oped science subject,Medium,approved
PI0066,Personal Interview,Education,How many exams you appeared after class 12th,Medium,approved
PI0067,Personal Interview,Education,Tell me uh who is your best teacher and tell me your favorite subject also,Medium,approved
PI0068,Personal Interview,Education,Tell me your best moment and your memorable moment during your school days,Medium,approved
PI0069,Personal Interview,Education,If you run 2 kilm in 15 minutes how many kilometers per hour are you running,Medium,approved
PI0070,Personal Interview,Education,"Please tell me about your education starting from middle school level, say class VIII onwards working up to your present level of education. I would be interested in the subject you liked best, those you did not care much about, grades achieved in examinations, efforts put in towards extracurricular/co-curricular activities that were available in your school, the events you took part in, any special achievements in the fields.",Medium,approved
PI0071,Personal Interview,NCC,Why you haven't joined NCC?,Medium,approved
PI0072,Personal Interview,Career Goals,What have you been doing the last one year did you take admission somewhere if so where if you did not why not did you appear for JE if you did what was your score if you did not why not,Medium,approved
PI0073,Personal Interview,Career Goals,Tell me three specific things you doing to prepare for the SSB,Medium,approved
PI0074,Personal Interview,Career Goals,What is your current occupation?,Medium,approved
PI0075,Personal Interview,Career Goals,"Presently, what are you doing?",Medium,approved
PI0076,Personal Interview,Career Goals,Why are you interested in working for this company?,Medium,approved
PI0077,Personal Interview,Career Goals,What position do you serve in your company?,Medium,approved
PI0078,Personal Interview,Career Goals,What is the nature of your work?,Medium,approved
PI0079,Personal Interview,Career Goals,How much is the turnover/sales of your company?,Medium,approved
PI0080,Personal Interview,Career Goals,What are the future prospects of yours?,Medium,approved
PI0081,Personal Interview,Career Goals,Why do you want to leave your current job?,Medium,approved
PI0082,Personal Interview,Career Goals,What are your long range goals?,Medium,approved
PI0083,Personal Interview,Career Goals,Why aren’t you focusing on earning more money at this stage of your career,Medium,approved
PI0084,Personal Interview,Career Goals,How have you prepared for SSB?,Medium,approved
PI0085,Personal Interview,Career Goals,What special preparation you have done this time to ensure success?,Medium,approved
PI0086,Personal Interview,Career Goals,What are your other career options?,Medium,approved
PI0087,Personal Interview,Career Goals,How is your higher education plan after 12th class,Medium,approved
PI0088,Personal Interview,Career Goals,What is your priority J or NDA,Medium,approved
PI0089,Personal Interview,Career Goals,If you're not selected in this attempt what is the next plan,Medium,approved
PI0090,Personal Interview,Career Goals,Tell me something you finished your graduation few months back 6 months back what have you been doing the last 6 months what are your plans for the next 6 months 1 year 2 years,Medium,approved
PI0091,Personal Interview,Career Goals,"Please begin by telling me about your job/previous job, what duties did you perform? What were your likes/dislikes about this job? What were your working conditions and earnings?",Medium,approved
PI0092,Personal Interview,Strengths,Do you think you're physically fit,Medium,approved
PI0093,Personal Interview,Strengths,What are your strengths and weaknesses?,Medium,approved
PI0094,Personal Interview,Strengths,What motivates you to do your best on the job?,Medium,approved
PI0095,Personal Interview,Strengths,Tell me about your ability to work under pressure.,Medium,approved
PI0096,Personal Interview,Strengths,Why should we select you?,Medium,approved
PI0097,Personal Interview,Strengths,What motivates you?,Medium,approved
PI0098,Personal Interview,Strengths,What have you done specifically yes so that you could get recommended tell me three specific things you've done to improve yourself,Medium,approved
PI0099,Personal Interview,Strengths,What is it that you can do which will convince me that you're physically fit,Medium,approved
PI0100,Personal Interview,Strengths,Tell me one place where you have used these qualities that you spoke about,Medium,approved
PI0101,Personal Interview,Strengths,Please tell me what you feel are the strong points or assets in your personality and what would you like to improve or develop further?,Medium,approved
PI0102,Personal Interview,Weaknesses,Tell me what you cannot do but you want to do,Medium,approved
PI0103,Personal Interview,Weaknesses,If there's one quality in you each of them would like to change which is that quality,Medium,approved
PI0104,Personal Interview,Weaknesses,Tell me two fears of your life things that you offra of,Medium,approved
PI0105,Personal Interview,Leadership,Tell me a situation when you had to work in a team environment. How was your performance?,Medium,approved
PI0106,Personal Interview,Leadership,What role do you play while playing?,Medium,approved
PI0107,Personal Interview,Leadership,What are the duties of a captain?,Medium,approved
PI0108,Personal Interview,Leadership,What’s the most difficult part of being a captain?,Medium,approved
PI0109,Personal Interview,Leadership,Do you prefer to work independently or on a team?,Medium,approved
PI0110,Personal Interview,Leadership,"If you are doing a job, what problems do you face? How you tackle them?",Medium,approved
PI0111,Personal Interview,Leadership,Tell me any one Brave or courageous thing you've done in the last six months,Medium,approved
PI0112,Personal Interview,Failure,What if you don’t get recommended?,Medium,approved
PI0113,Personal Interview,Failure,What is your greatest failure and what did you learn from it?,Medium,approved
PI0114,Personal Interview,Failure,Why did you fail last time (Repeaters)?,Medium,approved
PI0115,Personal Interview,Failure,What was the reason that you got rejected in your previous attempt and how did you overcome,Medium,approved
PI0116,Personal Interview,Failure,How many times were you screened out,Medium,approved
PI0117,Personal Interview,Failure,Why do you think you got screened out,Medium,approved
PI0118,Personal Interview,Success,Tell me an example of an important goal you set and how you achieved it.,Medium,approved
PI0119,Personal Interview,Success,Describe the biggest challenge you have had in your job and how you handled it?,Medium,approved
PI0120,Personal Interview,Success,What are your two accomplishments at your present job?,Medium,approved
PI0121,Personal Interview,Responsibility,How much pocket money did you get when you were in college and how did you utilise it?,Medium,approved
PI0122,Personal Interview,Responsibility,How can you say that you are responsible? Give few incidents from your life to show that you are responsible.,Medium,approved
PI0123,Personal Interview,Responsibility,"How do you meet monetary requirements, i.e. how much pocket money do you get and how do you spend it.",Medium,approved
PI0124,Personal Interview,Responsibility,Tell me your participation in other activities in your school how many responsibilities you took over,Medium,approved
PI0125,Personal Interview,Responsibility,How many years responsibilities you take over at home in his absence,Medium,approved
PI0126,Personal Interview,Responsibility,What is your average monthly expenditure in the last 12 months and give me a breakdown of last month's expenditure,Medium,approved
PI0127,Personal Interview,Hobbies,Tell me one string of one names of all the six strings of the guitar,Medium,approved
PI0128,Personal Interview,Hobbies,Show me with your fingers F cord how will you show it,Medium,approved
PI0129,Personal Interview,Hobbies,What activities do you do on your holidays?,Medium,approved
PI0130,Personal Interview,Hobbies,What is your favourite hobby and why?,Medium,approved
PI0131,Personal Interview,Hobbies,How long do you have this as a hobby?,Medium,approved
PI0132,Personal Interview,Hobbies,Describe about the things that you have learned from your hobby.,Medium,approved
PI0133,Personal Interview,Hobbies,Give details of your extra-curricular activities.,Medium,approved
PI0134,Personal Interview,Hobbies,Why did you not continue this activity?,Medium,approved
PI0135,Personal Interview,Hobbies,What is your favourite outdoor/indoor game?,Medium,approved
PI0136,Personal Interview,Hobbies,What level have you played to?,Medium,approved
PI0137,Personal Interview,Hobbies,"What is the size of the ground, number of players, equipment and terminology of the game?",Medium,approved
PI0138,Personal Interview,Hobbies,Who/what are your favourite team/players?,Medium,approved
PI0139,Personal Interview,Hobbies,What is your best memory of the game?,Medium,approved
PI0140,Personal Interview,Hobbies,What good books have you read lately?,Medium,approved
PI0141,Personal Interview,Hobbies,What’s the theme of this book?,Medium,approved
PI0142,Personal Interview,Hobbies,Let me know your hobby is your interest in how many games you participated,Medium,approved
PI0143,Personal Interview,Hobbies,"Now please tell me, how do you spend your spare time? What are your interests and hobbies, sports and games you have taken part in, both in your daily routine and on a working day and on a holiday?",Medium,approved
PI0144,Personal Interview,Hobbies,What are your reading habits and TV watching habits?,Medium,approved
PI0145,Personal Interview,Current Affairs,Why India is not doing well in football?,Medium,approved
PI0146,Personal Interview,Current Affairs,What do you mean by Global warming?,Medium,approved
PI0147,Personal Interview,Current Affairs,What is greenhouse effect?,Medium,approved
PI0148,Personal Interview,Current Affairs,What is Bal Shree Award?,Medium,approved
PI0149,Personal Interview,Current Affairs,What is Sarva Shiksha Abhiyaan?,Medium,approved
PI0150,Personal Interview,Current Affairs,What do you think are the problems in school education system in India?,Medium,approved
PI0151,Personal Interview,Current Affairs,What are the problems of textile industry in India?,Medium,approved
PI0152,Personal Interview,Current Affairs,View about Indo-Pak relations.,Medium,approved
PI0153,Personal Interview,Current Affairs,Reasons and views on fall of currency value in India.,Medium,approved
PI0154,Personal Interview,Current Affairs,"About issues/happenings in Middle East, Afghanistan, West Asia, or any major country in the world",Medium,approved
PI0155,Personal Interview,Current Affairs,If you were made the Prime Minister of India what will you do regarding Pakistan issue?,Medium,approved
PI0156,Personal Interview,Current Affairs,Basic geography like neighboring countries of India such as the water bodies surrounding India or the southern-most point of India?,Medium,approved
PI0157,Personal Interview,Current Affairs,"Recent national, international and sports news.",Medium,approved
PI0158,Personal Interview,Current Affairs,If I ask you what are five major problems India is facing what will you tell me,Medium,approved
PI0159,Personal Interview,Defence Awareness,Tell me one practical use of Third Law of Newton in that is you would find being used in the Indian army,Medium,approved
PI0160,Personal Interview,Defence Awareness,What makes Indian soldier different,Medium,approved
PI0161,Personal Interview,Defence Awareness,Name any three guns you're a fan of,Medium,approved
PI0162,Personal Interview,Defence Awareness,What's the difference between a gun and a rifle,Medium,approved
PI0163,Personal Interview,Defence Awareness,Who makes ak-203,Medium,approved
PI0164,Personal Interview,Defence Awareness,Who makes m416,Medium,approved
PI0165,Personal Interview,Defence Awareness,What is Chris vctor,Medium,approved
PI0166,Personal Interview,Defence Awareness,What are the qualities of an army officer or what are the qualities that are required in a person to join the Armed Forces?,Medium,approved
PI0167,Personal Interview,Defence Awareness,What are the types of RADARS used by IAF?,Medium,approved
PI0168,Personal Interview,Defence Awareness,What is the minimum length of antenna required to catch FM signal?,Medium,approved
PI0169,Personal Interview,Defence Awareness,How many Tejas and Rafael we are going to have?,Medium,approved
PI0170,Personal Interview,Defence Awareness,Is the deal of Dassault Rafael beneficial to India and why?,Medium,approved
PI0171,Personal Interview,Defence Awareness,What are FGFA and MRCA? In what category Tejas will come?,Medium,approved
PI0172,Personal Interview,Defence Awareness,Tell 10 features of TEJAS.,Medium,approved
PI0173,Personal Interview,Defence Awareness,According to you what improvements are required in the Indian Air Force/Army/Navy at present?,Medium,approved
PI0174,Personal Interview,Defence Awareness,What are the differences between a cruise and ballistic missile? Name them and their differences?,Medium,approved
PI0175,Personal Interview,Defence Awareness,"What do you know about Air Force, Army, Navy (new knowledge other than commands, ranks etc.).",Medium,approved
PI0176,Personal Interview,Defence Awareness,The difference between a fighter and an attack plane.,Medium,approved
PI0177,Personal Interview,Defence Awareness,About AWACS/AWECS.,Medium,approved
PI0178,Personal Interview,Defence Awareness,Recent defense deals and up gradations.,Medium,approved
PI0179,Personal Interview,Defence Awareness,Tell me any one principle of physical physics that can be applied to the naval worship,Medium,approved
PI0180,Personal Interview,Defence Awareness,What is the difference between a frigate a destroyer and a Corvette,Medium,approved
PI0181,Personal Interview,Defence Awareness,Name any three types of AO engines,Medium,approved
PI0182,Personal Interview,Motivation for Armed Forces,Why do you want to join the Army,Medium,approved
PI0183,Personal Interview,Motivation for Armed Forces,Which part of the army do you want to join,Medium,approved
PI0184,Personal Interview,Motivation for Armed Forces,Why do you want to join the force?,Medium,approved
PI0185,Personal Interview,Motivation for Armed Forces,How do you feel about the work environment in the armed force?,Medium,approved
PI0186,Personal Interview,Motivation for Armed Forces,What will be your contribution to IAF after becoming an officer?,Medium,approved
PI0187,Personal Interview,Motivation for Armed Forces,If you have done graduation in some discipline then why do you want to leave that field and enter into a field (defense) where most of your knowledge will not be used?,Medium,approved
PI0188,Personal Interview,Motivation for Armed Forces,Your reason for joining the forces (practical reason).,Medium,approved
PI0189,Personal Interview,Motivation for Armed Forces,"Considering the recent mishaps in Navy/Army/Air Force, if your parents don’t allow you to join the same how will you convince them?",Medium,approved
PI0190,Personal Interview,Motivation for Armed Forces,Who suggested you to apply for the Armed Forces India,Medium,approved
PI0191,Personal Interview,Motivation for Armed Forces,Tell me Regiment of your father and from where you got motivation to join Indian army,Medium,approved
PI0192,Personal Interview,Motivation for Armed Forces,Why Navy,Medium,approved
PI0193,Personal Interview,Motivation for Armed Forces,Tell me three things you would get in Navy and not get in your normal life,Medium,approved
PI0194,Personal Interview,Motivation for Armed Forces,Why do you not think of joining the Air Force as an AG,Medium,approved
