id,source_file,category,subcategory,question_type,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
LECT0118,Forge_Master_Content.csv,Proverb,Lecturette,Lecturette,Low,A friend in need is a friend indeed,,,,,,
LECT0119,Forge_Master_Content.csv,Family,Lecturette,Lecturette,Low,My Father,,,,,,
LECT0120,Forge_Master_Content.csv,Personal,Lecturette,Lecturette,Low,My hobby,,,,,,
LECT0121,Forge_Master_Content.csv,Sports,Lecturette,Lecturette,Low,Value of sports and games,,,,,,
LECT0122,Forge_Master_Content.csv,Society,Lecturette,Lecturette,Low,Generation gap,,,,,,
GD0001,Forge_Master_Content.csv,Social Issues,Group Discussion,Group Discussion,Medium,In past few decades it is seen that people from Indian villages are migrating to cities very fast. According to you what is the reason behind this exodus?,,,,,,
GD0002,Forge_Master_Content.csv,Social Issues,Group Discussion,Group Discussion,Medium,The corruption in public life is increased in India in past few years; this problem is growing day by day. According to you what is driving factor for the corruption in our day today life need or greed?,,,,,,
GD0003,Forge_Master_Content.csv,Economy,Group Discussion,Group Discussion,Medium,"India has several states and some of them have progressed very fast, but at the same time some states have shown slow pace in development. According to you what is the basic reason for this disparity?",,,,,,
GD0004,Forge_Master_Content.csv,Social Issues,Group Discussion,Group Discussion,Low,Sudden increase in divorce cases. What is the basic reason behind this?,,,,,,
GD0005,Forge_Master_Content.csv,Economy,Group Discussion,Group Discussion,Medium,Causes of this growth in unemployment?,,,,,,
OIR0001,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,"Drama is related to scene, in the same way as book is related to...",,,,,,
OIR0002,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,Waves is related to air in the same way as ripples is related to...,,,,,,
OIR0003,Forge_Master_Content.csv,Analogy,OIR,OIR,Medium,"Shirt is related to button, in the same way as shoes is related to...",,,,,,
OIR0004,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,Cloth : Mill :: Newspaper:?,,,,,,
OIR0005,Forge_Master_Content.csv,Analogy,OIR,OIR,High,GREAT : 25 :: Number : ?,,,,,,
OIR0006,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,Country : President :: State : ?,,,,,,
OIR0007,Forge_Master_Content.csv,Analogy,OIR,OIR,Medium,Flow : River :: Stagnant : ?,,,,,,
OIR0008,Forge_Master_Content.csv,Analogy,OIR,OIR,Medium,PASS : QBTT :: FAIL : ?,,,,,,
OIR0009,Forge_Master_Content.csv,Analogy,OIR,OIR,Medium,Dog is to canine as wolf is to ___________,,,,,,
OIR0010,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,Sadness is to happiness as defeat is to ___________,,,,,,
OIR0011,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,"Paper is made from timber, as ___________ is made from hide",,,,,,
OIR0012,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,A Thermometer is related to Temperature as a Speedometer is to ___________,,,,,,
OIR0013,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,Bird is to fly as man is to ________,,,,,,
OIR0014,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,Milk is to White as Sky is to ___________,,,,,,
OIR0015,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,Wife is to Husband as Mare is to ___________,,,,,,
OIR0016,Forge_Master_Content.csv,Analogy,OIR,OIR,Low,"Rich is to Wealthy, as Mars is to ___________",,,,,,
OIR0017,Forge_Master_Content.csv,Series,OIR,OIR,Medium,"48, 24, 72, 36, 108, ?",,,,,,
OIR0019,Forge_Master_Content.csv,Series,OIR,OIR,High,"P256, N196, L144, J100, ?",,,,,,
OIR0020,Forge_Master_Content.csv,Series,OIR,OIR,High,"Find out the wrong number in the given series: 258, 130, 66, 34, 18, 8, 6",,,,,,
OIR0021,Forge_Master_Content.csv,Series,OIR,OIR,Medium,"6, 11, 21, 36, 56, ?",,,,,,
OIR0022,Forge_Master_Content.csv,Series,OIR,OIR,Low,"1, ?, 27, 64, 125",,,,,,
OIR0023,Forge_Master_Content.csv,Series,OIR,OIR,Medium,"10, 22, 8, 24, 6, ?",,,,,,
OIR0024,Forge_Master_Content.csv,Series,OIR,OIR,Low,"Find the missing, 3,7,11,15,_,_",,,,,,
OIR0025,Forge_Master_Content.csv,Series,OIR,OIR,Medium,Supply the missing numbers: 2 6 12 20 30 ? 56,,,,,,
OIR0026,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,Medium,In a certain code BASIC is written as DDULE. How is LEADER written in that code?,,,,,,
OIR0027,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,High,In a certain code PEN is written as NZO and BARK as CTSL. How can we write PRANK in that coding system?,,,,,,
OIR0028,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,Medium,"If ROYAL is coded as 20-17-01-03-14, how will you code BOIL?",,,,,,
OIR0029,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,Medium,"If in a certain code, BAT = 23 and BALL = 27, then how will you code CAT?",,,,,,
OIR0030,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,Low,"If 'Room' is called as 'Book', 'Book' is called as 'Bag', 'Bag' is called as 'Mat'. Then, what is useful to carry books?",,,,,,
OIR0031,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,Medium,"In a certain code '467' means 'red colour chalk'; '685' means 'green colour flower' and '367' means 'white colour chalk', then what is the code for 'white'?",,,,,,
OIR0032,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,Medium,"If in a code language, PAINT is written as 74128 and EXCEL is written as 93596, then how will ACCEPT be written in that language?",,,,,,
OIR0033,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,High,"If HKTG means Fire, what does YCVGT mean?",,,,,,
OIR0034,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,Low,"If 'ZYXW' is coded as 'ABCD', then 'STUV' will be coded as",,,,,,
OIR0035,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,Low,"In a language A is coded as 1, B is coded as 2, then FACE is coded as",,,,,,
OIR0036,Forge_Master_Content.csv,Coding-Decoding,OIR,OIR,High,"If 'Hyderabad' is coded as 'Ixedszcze', then 'Chennai' is coded as",,,,,,
OIR0037,Forge_Master_Content.csv,Blood Relations,OIR,OIR,Medium,"A is the brother of B. B is the brother of C. D is the father of A. Based on these three statements, which of the following statements cannot be definitely true? (a) B is the brother of A (b) B is the son of D (c) A is the brother of C (d) C is the brother of A",,,,,,
OIR0038,Forge_Master_Content.csv,Blood Relations,OIR,OIR,Medium,"Pointing to Parul, Ram said, She is daughter of the only child of my father. How is Ram's wife related to that girl?",,,,,,
OIR0039,Forge_Master_Content.csv,Blood Relations,OIR,OIR,Medium,My mother's sister's husband's only son's sister is related to me as,,,,,,
OIR0040,Forge_Master_Content.csv,Blood Relations,OIR,OIR,Low,A lady introduces a man as the son of the brother of her mother. How is the man related to the woman?,,,,,,
OIR0041,Forge_Master_Content.csv,Blood Relations,OIR,OIR,High,"Arjun told Rachit, 'Yesterday I defeated the only brother of the daughter of my grandmother.' Whom did Arjun defeat?",,,,,,
OIR0042,Forge_Master_Content.csv,Blood Relations,OIR,OIR,Medium,X and Y are children of Z. Z is the father of X but Y is not the son of Z. What is Y to Z?,,,,,,
OIR0043,Forge_Master_Content.csv,Blood Relations,OIR,OIR,High,"If a party consisted of a man and his wife, their two sons and their wives and four children of each son, how many persons were there in all in the party?",,,,,,
OIR0044,Forge_Master_Content.csv,Direction Sense,OIR,OIR,Medium,"Bani leaves her house and walks 5 m towards North, turns right and walks 10 m, then turns right and walks 5 m, then turns left and walks 15 m. In which direction is she now?",,,,,,
OIR0045,Forge_Master_Content.csv,Direction Sense,OIR,OIR,Medium,"From her house, Seema went 15 km to the North. Then she turned West and covered 10 km. Then she turned South and covered 5 km. Finally turning to the East, she covered 10 km. In which direction is she from her house?",,,,,,
OIR0046,Forge_Master_Content.csv,Direction Sense,OIR,OIR,High,A clock is so placed that at 12 : 00 noon its minute hand points towards North-East. In which direction does its hour hand point at 1:30 pm?,,,,,,
OIR0047,Forge_Master_Content.csv,Direction Sense,OIR,OIR,Medium,"Vijay started walking towards South. After walking 15 m, he turned to the left and walked 15 m. He again turned to his left and walked 15 m. How far is he from his original position and in which direction?",,,,,,
OIR0048,Forge_Master_Content.csv,Direction Sense,OIR,OIR,Medium,"If you start from point A and walk 4 miles towards the east, then turn left and walk 3 miles towards the north, turn left again and walk 2 miles, which choice mentions the direction in which you are going?",,,,,,
OIR0049,Forge_Master_Content.csv,Classification,OIR,OIR,High,Choose the one which is different from others. (a) BYCX (b) FUHS (c) KPMN (d) IQEU,,,,,,
OIR0050,Forge_Master_Content.csv,Classification,OIR,OIR,Medium,"Three out of the following four pairs of numbers have the same relationship. Find the odd one out. (a) 4, 63 (b) 1, 0 (c) 2, 15 (d) 5, 124",,,,,,
OIR0051,Forge_Master_Content.csv,Classification,OIR,OIR,Medium,Which one of the following is the odd one out? (a) Babar (b) Shershah (c) Humayun (d) Akbar,,,,,,
OIR0052,Forge_Master_Content.csv,Classification,OIR,OIR,Low,Select the one which is different from the other four responses. (a) Flute (b) Guitar (c) Sitar (d) Violin,,,,,,
OIR0053,Forge_Master_Content.csv,Classification,OIR,OIR,Medium,"Find the odd word in each of the following lines: Needle, Tackle, Nail, Knife, Pin",,,,,,
OIR0054,Forge_Master_Content.csv,Classification,OIR,OIR,Low,"Find the odd word: Circle, Square, Triangle, Hexagon, Pentagon",,,,,,
OIR0055,Forge_Master_Content.csv,Non Mirror Images,OIR,OIR,Low,Choose the alternative which most closely resembles the mirror image of the given combination: TRIUMPHS,,,,,,
OIR0056,Forge_Master_Content.csv,Non Mirror Images,OIR,OIR,Medium,Choose the alternative which most closely resembles the mirror image of the given combination: 73AP4OD8,,,,,,
OIR0057,Forge_Master_Content.csv,Non Mirror Images,OIR,OIR,Low,Choose the alternative which shows the correct water image of the word given: FROG,,,,,,
OIR0058,Forge_Master_Content.csv,Non Figure Series,OIR,OIR,High,"In a series of figures where a main geometry rotates 90 degrees anti-clockwise in each step and its shaded portions shift to the connecting lines, what constitutes the next figure logically?",,,,,,
OIR0059,Forge_Master_Content.csv,Non Figure Series,OIR,OIR,High,"In a series of hexagons where two inner designs move one step clockwise and two other designs move one step anti-clockwise alternately, what constitutes the next sequence?",,,,,,
OIR0060,Forge_Master_Content.csv,Non Pattern Recognition,OIR,OIR,High,A cube whose two adjacent faces are coloured is cut into 64 identical small cubes. How many of these small cubes are not coloured at all?,,,,,,
OIR0061,Forge_Master_Content.csv,Non Pattern Recognition,OIR,OIR,Medium,"Two positions of a dice are shown (showing faces 5,6,4 and 2,1,5). What will be the number at the bottom, if 5 is at the top?",,,,,,
OIR0062,Forge_Master_Content.csv,Non Pattern Recognition,OIR,OIR,Medium,A figure X is given followed by four figures. The candidate has to select the figure in which the problem figure X is perfectly embedded. How is this solved?,,,,,,
OIR0063,Forge_Master_Content.csv,Non Pattern Recognition,OIR,OIR,Medium,A figure is given which has a definite geometric pattern but nearly a quarter of that pattern is left blank. The candidate must complete it. What is the objective?,,,,,,
WAT0001,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,CAREFUL,,,,,,
WAT0002,Forge_Master_Content.csv,Cooperation,WAT,WAT,Easy,AGREE,,,,,,
WAT0003,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,BEAUTIFUL,,,,,,
WAT0004,Forge_Master_Content.csv,Determination,WAT,WAT,Hard,CANNOT,,,,,,
WAT0005,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,CONFUSE,,,,,,
WAT0006,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,BAD,,,,,,
WAT0007,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,CROWD,,,,,,
WAT0008,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Easy,COMPLETE,,,,,,
WAT0009,Forge_Master_Content.csv,Power of Expression,WAT,WAT,Medium,INSTRUCTION,,,,,,
WAT0010,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,CHEAT,,,,,,
WAT0011,Forge_Master_Content.csv,Liveliness,WAT,WAT,Medium,ENCOURAGEMENT,,,,,,
WAT0012,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,CRY,,,,,,
WAT0013,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,QUALITY,,,,,,
WAT0014,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,COMPANY,,,,,,
WAT0015,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,HONOUR,,,,,,
WAT0016,Forge_Master_Content.csv,Determination,WAT,WAT,Hard,DEFEAT,,,,,,
WAT0017,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,REASON,,,,,,
WAT0018,Forge_Master_Content.csv,Power of Expression,WAT,WAT,Easy,CONVERSATION,,,,,,
WAT0019,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,OPPOSITION,,,,,,
WAT0020,Forge_Master_Content.csv,Liveliness,WAT,WAT,Hard,DISTURB,,,,,,
WAT0021,Forge_Master_Content.csv,Speed of Decision,WAT,WAT,Medium,SPEED,,,,,,
WAT0022,Forge_Master_Content.csv,Cooperation,WAT,WAT,Easy,COOPERATION,,,,,,
WAT0023,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Easy,PARENTS,,,,,,
WAT0024,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,DREAM,,,,,,
WAT0025,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Easy,SURE,,,,,,
WAT0026,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,FRIENDSHIP,,,,,,
WAT0027,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,SYMPATHY,,,,,,
WAT0028,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,FEARFUL,,,,,,
WAT0029,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,ADVERTISEMENT,,,,,,
WAT0030,Forge_Master_Content.csv,Cooperation,WAT,WAT,Easy,GIVE,,,,,,
WAT0031,Forge_Master_Content.csv,Cooperation,WAT,WAT,Easy,TEAM,,,,,,
WAT0032,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,HEIGHT,,,,,,
WAT0033,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Medium,BUSY,,,,,,
WAT0034,Forge_Master_Content.csv,Cooperation,WAT,WAT,Easy,HELP,,,,,,
WAT0035,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Medium,ASSERT,,,,,,
WAT0036,Forge_Master_Content.csv,Initiative,WAT,WAT,Hard,HELPLESS,,,,,,
WAT0037,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,ENFORCE,,,,,,
WAT0038,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,TRUTH,,,,,,
WAT0039,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,CONTRIBUTE,,,,,,
WAT0040,Forge_Master_Content.csv,Determination,WAT,WAT,Easy,HIGH,,,,,,
WAT0041,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,FILMS,,,,,,
WAT0042,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,UNTOUCHABILITY,,,,,,
WAT0043,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,EXPLOITATION,,,,,,
WAT0044,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,HINT,,,,,,
WAT0045,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,LIMIT,,,,,,
WAT0046,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,ALOOF,,,,,,
WAT0047,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,BLESSING,,,,,,
WAT0048,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,HOLIDAY,,,,,,
WAT0049,Forge_Master_Content.csv,Speed of Decision,WAT,WAT,Medium,MOVEMENT,,,,,,
WAT0050,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,BLUFF,,,,,,
WAT0051,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Medium,EMPLOY,,,,,,
WAT0052,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,INJURED,,,,,,
WAT0053,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,PRECIOUS,,,,,,
WAT0054,Forge_Master_Content.csv,Initiative,WAT,WAT,Easy,BRING,,,,,,
WAT0055,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,INSTRUCTOR,,,,,,
WAT0056,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,LIFE,,,,,,
WAT0057,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,REAL,,,,,,
WAT0058,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,CLASS,,,,,,
WAT0059,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,RANK,,,,,,
WAT0060,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,LONELY,,,,,,
WAT0061,Forge_Master_Content.csv,Speed of Decision,WAT,WAT,Medium,CHOICE,,,,,,
WAT0062,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,CO-EDUCATION,,,,,,
WAT0063,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Easy,CHAMPION,,,,,,
WAT0064,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,DETERIORATE,,,,,,
WAT0065,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,CURE,,,,,,
WAT0066,Forge_Master_Content.csv,Cooperation,WAT,WAT,Easy,COOPERATE,,,,,,
WAT0067,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,CLEVER,,,,,,
WAT0068,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,DISEASE,,,,,,
WAT0069,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,DEMAND,,,,,,
WAT0070,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,FRIEND,,,,,,
WAT0071,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Hard,COMPEL,,,,,,
WAT0072,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Easy,DOCTOR,,,,,,
WAT0073,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Medium,FOREST,,,,,,
WAT0074,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,HOME,,,,,,
WAT0075,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,EARN,,,,,,
WAT0076,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,LIE,,,,,,
WAT0077,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,PARTIALITY,,,,,,
WAT0078,Forge_Master_Content.csv,Stamina,WAT,WAT,Easy,EXERCISE,,,,,,
WAT0079,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,PATRIOTISM,,,,,,
WAT0080,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,LIVE,,,,,,
WAT0081,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Medium,PRIDE,,,,,,
WAT0082,Forge_Master_Content.csv,Determination,WAT,WAT,Easy,PROGRESS,,,,,,
WAT0083,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,OPPOSE,,,,,,
WAT0084,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,RESPECT,,,,,,
WAT0085,Forge_Master_Content.csv,Initiative,WAT,WAT,Hard,FIRE,,,,,,
WAT0086,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Easy,BANK,,,,,,
WAT0087,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,RUDE,,,,,,
WAT0088,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,FUTURE,,,,,,
WAT0089,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Easy,BOOK,,,,,,
WAT0090,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,SINCERITY,,,,,,
WAT0091,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,ALLOW,,,,,,
WAT0092,Forge_Master_Content.csv,Determination,WAT,WAT,Easy,GET,,,,,,
WAT0093,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,DARJEELING,,,,,,
WAT0094,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,TEASE,,,,,,
WAT0095,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,CONSOLE,,,,,,
WAT0096,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,HARD WORK,,,,,,
WAT0097,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Easy,GRADUATE,,,,,,
WAT0098,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,TRAITOR,,,,,,
WAT0099,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,ELDERS,,,,,,
WAT0100,Forge_Master_Content.csv,Stamina,WAT,WAT,Easy,HIKING,,,,,,
WAT0101,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,IMAGINATION,,,,,,
WAT0102,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,UNION,,,,,,
WAT0103,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,NURSE,,,,,,
WAT0104,Forge_Master_Content.csv,Determination,WAT,WAT,Easy,IMPROVEMENT,,,,,,
WAT0105,Forge_Master_Content.csv,Cooperation,WAT,WAT,Easy,UNITY,,,,,,
WAT0106,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,LIEUTENANT,,,,,,
WAT0107,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Hard,LATE,,,,,,
WAT0108,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,LISTEN,,,,,,
WAT0109,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Hard,VULGAR,,,,,,
WAT0110,Forge_Master_Content.csv,Liveliness,WAT,WAT,Medium,SATISFY,,,,,,
WAT0111,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,RULE,,,,,,
WAT0112,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,WOMAN,,,,,,
WAT0113,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,PRESIDENT,,,,,,
WAT0114,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Hard,NERVOUS,,,,,,
WAT0115,Forge_Master_Content.csv,Courage,WAT,WAT,Medium,BRAVERY,,,,,,
WAT0116,Forge_Master_Content.csv,Speed of Decision,WAT,WAT,Medium,DECIDE,,,,,,
WAT0117,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,DIFFERENCE,,,,,,
WAT0118,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Easy,LESSON,,,,,,
WAT0119,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Medium,MEANING,,,,,,
WAT0120,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,PRACTICAL,,,,,,
WAT0121,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,REPORT,,,,,,
WAT0122,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,NOVEL,,,,,,
WAT0123,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Easy,PURCHASE,,,,,,
WAT0124,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Easy,FRIENDLY,,,,,,
WAT0125,Forge_Master_Content.csv,Cooperation,WAT,WAT,Hard,INTERFERENCE,,,,,,
WAT0126,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,PLAY,,,,,,
WAT0127,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,ROMANCE,,,,,,
WAT0128,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Easy,SHOW,,,,,,
WAT0129,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,SMART,,,,,,
WAT0130,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Easy,SON,,,,,,
WAT0131,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,ASSIST,,,,,,
WAT0132,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,BEHAVIOUR,,,,,,
WAT0133,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,EXCEPT,,,,,,
WAT0134,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,EXCUSE,,,,,,
WAT0135,Forge_Master_Content.csv,Social Adaptability,WAT,WAT,Medium,ADMIRE,,,,,,
WAT0136,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,FOLLOWER,,,,,,
WAT0137,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,IMPARTIAL,,,,,,
WAT0138,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Easy,MOTHER,,,,,,
WAT0139,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,PATRIOT,,,,,,
WAT0140,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Medium,PRINCIPAL,,,,,,
WAT0141,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Hard,PUNISH,,,,,,
WAT0142,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,SUPPORT,,,,,,
WAT0143,Forge_Master_Content.csv,Determination,WAT,WAT,Easy,ABOVE,,,,,,
WAT0144,Forge_Master_Content.csv,Ability to Influence the Group,WAT,WAT,Medium,MAJORITY,,,,,,
WAT0145,Forge_Master_Content.csv,Cooperation,WAT,WAT,Medium,CONTRIBUTION,,,,,,
WAT0146,Forge_Master_Content.csv,Speed of Decision,WAT,WAT,Hard,DISMISS,,,,,,
WAT0147,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,ACTIVE,,,,,,
WAT0148,Forge_Master_Content.csv,Courage,WAT,WAT,Medium,BLOOD,,,,,,
WAT0149,Forge_Master_Content.csv,Determination,WAT,WAT,Hard,BREAK,,,,,,
WAT0150,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,CURSE,,,,,,
WAT0151,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,DESIRE,,,,,,
WAT0152,Forge_Master_Content.csv,Stamina,WAT,WAT,Easy,GAME,,,,,,
WAT0153,Forge_Master_Content.csv,Courage,WAT,WAT,Hard,HIJACKING,,,,,,
WAT0154,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,IMPROVE,,,,,,
WAT0155,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,NECESSITY,,,,,,
WAT0156,Forge_Master_Content.csv,Self-Confidence,WAT,WAT,Hard,NOTHING,,,,,,
WAT0157,Forge_Master_Content.csv,Liveliness,WAT,WAT,Easy,PLEASURE,,,,,,
WAT0158,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Easy,ARMY,,,,,,
WAT0159,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,EDUCATED,,,,,,
WAT0160,Forge_Master_Content.csv,Reasoning Ability,WAT,WAT,Hard,PROBLEM,,,,,,
WAT0161,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Easy,READ,,,,,,
WAT0162,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,REMEMBER,,,,,,
WAT0163,Forge_Master_Content.csv,Sense of Responsibility,WAT,WAT,Easy,RIGHT,,,,,,
WAT0164,Forge_Master_Content.csv,Determination,WAT,WAT,Medium,SCORE,,,,,,
WAT0165,Forge_Master_Content.csv,Organising Ability,WAT,WAT,Medium,TASK,,,,,,
WAT0166,Forge_Master_Content.csv,Effective Intelligence,WAT,WAT,Medium,UNIVERSITY,,,,,,
