id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source
DEF-0241,Indian Air Force,Ranks,Medium,MCQ,Which IAF rank is equivalent to a Lieutenant General in the Army?,Air Vice Marshal,Air Marshal,Air Commodore,Air Chief Marshal,B,Air Marshals often command an operational command or hold senior staff appointments at Air Headquarters.,This is typically one of the final ranks before an officer might be considered for Air Chief Marshal.,15,45,"{""Indian Air Force"",""Ranks""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0242,Indian Air Force,Exercises,Medium,MCQ,"Which large multinational air exercise has the IAF participated in alongside air forces like the US, UK, and France?",Exercise Yudh Abhyas (primarily an army exercise),Exercise Malabar (a primarily naval exercise),Exercise Red Flag / Garuda-type multinational exercises,Exercise Varuna (a primarily naval exercise),C,"The IAF has taken part in exercises like Red Flag in the United States, gaining exposure to advanced training environments with multiple air forces.",Such exercises help IAF pilots train against diverse threat simulations and improve interoperability.,15,45,"{""Indian Air Force"",""Exercises""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0243,Indian Air Force,Weapons,Medium,MCQ,"The BrahMos-A, an air-launched variant of the BrahMos missile, has been integrated with which IAF aircraft?",Jaguar,Tejas,Rafale,Su-30MKI,D,"The Su-30MKI was modified to carry the heavier air-launched BrahMos missile, giving the IAF a potent long-range strike option.",India became one of the few countries capable of launching a supersonic cruise missile from a fighter aircraft.,15,45,"{""Indian Air Force"",""Weapons""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0244,Gallantry Awards & Heroes,Gallantry Awards,Easy,MCQ,"Which is India's highest military gallantry award, given for the most conspicuous acts of bravery in the presence of the enemy?",Param Vir Chakra,Maha Vir Chakra,Vir Chakra,Ashok Chakra,A,"The Param Vir Chakra is India's highest wartime gallantry award, equivalent to awards like the Victoria Cross or Medal of Honor.","Most Param Vir Chakras have been awarded posthumously, reflecting the extreme risk associated with the acts of valour honoured.",10,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0245,Gallantry Awards & Heroes,Gallantry Awards,Easy,MCQ,"Which gallantry award is India's highest peacetime honour for bravery, equivalent in stature to the Param Vir Chakra?",Kirti Chakra,Ashok Chakra,Shaurya Chakra,Vir Chakra,B,"The Ashok Chakra recognises the most conspicuous acts of bravery outside of direct combat with an enemy, such as counter-terrorism operations.",It is often awarded for actions during internal security operations rather than conventional warfare.,10,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0246,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,Which gallantry award ranks below the Param Vir Chakra but above the Vir Chakra in wartime honours?,Shaurya Chakra,Ashok Chakra,Maha Vir Chakra,Sena Medal,C,"The Maha Vir Chakra is the second-highest wartime gallantry award, recognising acts of conspicuous gallantry in the presence of the enemy.",Several senior military commanders have received this award for their leadership during major wars.,15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0247,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,Which peacetime gallantry award ranks below the Ashok Chakra but above the Shaurya Chakra?,Maha Vir Chakra,Vir Chakra,Sena Medal,Kirti Chakra,D,The Kirti Chakra is the second-highest peacetime gallantry award for acts of bravery away from active combat with an enemy.,Both the Kirti Chakra and Shaurya Chakra are frequently awarded for counter-terrorism and counter-insurgency operations.,15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0248,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,"Which is the third-highest wartime gallantry award in India, often awarded for individual acts of bravery in battle?",Vir Chakra,Shaurya Chakra,Sena Medal,Ashok Chakra,A,"The Vir Chakra recognises gallantry in the presence of the enemy, ranking below the Param Vir Chakra and Maha Vir Chakra.",It has been awarded extensively across all of India's major conflicts since independence.,15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0249,Gallantry Awards & Heroes,Param Vir Chakra,Medium,MCQ,"Who was the first recipient of the Param Vir Chakra, honoured for his actions during the 1947-48 war?",Captain Vikram Batra,Major Somnath Sharma,Major Shaitan Singh,Naik Jadunath Singh,B,Major Somnath Sharma was posthumously awarded the PVC for his defence of Badgam during the 1947-48 Kashmir conflict.,"His citation describes his leadership even after being wounded, continuing to direct his men until his death.",15,45,"{""Gallantry Awards & Heroes"",""Param Vir Chakra""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0250,Gallantry Awards & Heroes,Param Vir Chakra,Medium,MCQ,"Captain Vikram Batra, awarded the Param Vir Chakra posthumously, is associated with which conflict?",1965 War,1971 War,Kargil War,Siachen conflict,C,Captain Batra led the recapture of key peaks including Point 5140 during the 1999 Kargil War before being killed in action.,His radio call sign 'Sher Shah' and phrase 'Yeh Dil Maange More' became iconic symbols of the war.,15,45,"{""Gallantry Awards & Heroes"",""Param Vir Chakra""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0251,Gallantry Awards & Heroes,Param Vir Chakra,Medium,MCQ,"Major Shaitan Singh, awarded the Param Vir Chakra, is remembered for his leadership at which 1962 battle?",Nathu La,Walong,Tawang,Rezang La,D,Major Shaitan Singh led his company in a heroic last stand against overwhelming Chinese forces at Rezang La.,The battle is commemorated annually and is considered one of the most valorous stands in Indian military history.,15,45,"{""Gallantry Awards & Heroes"",""Param Vir Chakra""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0252,Gallantry Awards & Heroes,Param Vir Chakra,Medium,MCQ,Which Param Vir Chakra recipient is known for the phrase 'Yeh Dil Maange More' during the Kargil War?,Captain Vikram Batra,Grenadier Yogendra Singh Yadav,Major Shaitan Singh,Naik Jadunath Singh,A,Captain Vikram Batra's radio message after capturing Point 5140 became one of the most memorable quotes associated with the war.,"The phrase later inspired popular culture references, including its use in advertising campaigns.",15,45,"{""Gallantry Awards & Heroes"",""Param Vir Chakra""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0253,Gallantry Awards & Heroes,Param Vir Chakra,Medium,MCQ,"Grenadier Yogendra Singh Yadav, one of the youngest Param Vir Chakra recipients, was honoured for actions during which battle?",Battle of Rezang La,Capture of Tiger Hill during the Kargil War,Battle of Longewala,1971 Battle of Basantar,B,"At just 19 years old, he scaled a cliff under heavy fire to neutralise enemy bunkers, enabling his company's advance.",He remains one of the youngest recipients of India's highest gallantry award.,15,45,"{""Gallantry Awards & Heroes"",""Param Vir Chakra""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0254,Gallantry Awards & Heroes,Param Vir Chakra,Hard,MCQ,Which Param Vir Chakra recipient is associated with the Battle of Basantar during the 1971 war?,Naik Jadunath Singh,Major Shaitan Singh,Second Lieutenant Arun Khetarpal,Lance Naik Albert Ekka,C,"Second Lieutenant Arun Khetarpal, only 21, destroyed several enemy tanks before being killed in his own damaged tank during the battle.",He remains one of the youngest officers to receive the Param Vir Chakra.,20,45,"{""Gallantry Awards & Heroes"",""Param Vir Chakra""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0255,Gallantry Awards & Heroes,Param Vir Chakra,Hard,MCQ,"Lance Naik Albert Ekka, a Param Vir Chakra recipient, earned the honour during which war?",Kargil War,1965 War,1962 War,1971 War,D,"Lance Naik Ekka led an assault on enemy positions in the eastern sector, continuing to fight despite being critically wounded.",He remains one of the few Param Vir Chakra recipients from the tribal community of Jharkhand.,20,45,"{""Gallantry Awards & Heroes"",""Param Vir Chakra""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0256,Gallantry Awards & Heroes,Param Vir Chakra,Hard,MCQ,"Naik Jadunath Singh, one of the early Param Vir Chakra recipients, was honoured for actions during which conflict?",1947-48 War,1965 War,1971 War,Kargil War,A,"Naik Jadunath Singh held off a much larger attacking force in Kashmir, buying crucial time for reinforcements to arrive.",His actions in the 1947-48 war are remembered as an example of extraordinary individual valour under pressure.,20,45,"{""Gallantry Awards & Heroes"",""Param Vir Chakra""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0257,Gallantry Awards & Heroes,Ashok Chakra,Medium,MCQ,"The Ashok Chakra recognises bravery displayed in situations other than direct war with an enemy nation, such as which type of operation?",Ceremonial guard duties,Counter-terrorism and internal security operations,Sporting competitions,Peacetime training exercises,B,Many Ashok Chakra recipients have been honoured for actions during counter-terrorism operations or hostage rescues.,"The award can also be given for extraordinary bravery in non-combat emergencies, such as disaster response.",15,45,"{""Gallantry Awards & Heroes"",""Ashok Chakra""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0258,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,Field Marshal Sam Manekshaw is best remembered for leading the Indian Army during which war?,1962 War,1965 War,1971 War,Kargil War,C,Manekshaw's strategic leadership during the 1971 war is widely credited with the decisive victory that led to Bangladesh's creation.,"He became India's first Field Marshal, a rare five-star rank, in recognition of his service.",15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0259,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,Field Marshal K.M. Cariappa is remembered as the first Indian to hold which historic position?,Chief of Defence Staff,Chief of the Naval Staff,Chief of the Air Staff,Commander-in-Chief of the Indian Army,D,Cariappa took over as the first Indian Commander-in-Chief of the Army in January 1949.,"He was conferred the rank of Field Marshal decades later, in 1986, in recognition of his lifelong service.",15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0260,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,"Air Chief Marshal Arjan Singh, later conferred the rank of Marshal of the Air Force, led the IAF during which war?",1965 War,1971 War,1962 War,Kargil War,A,Arjan Singh's leadership during the 1965 war is credited with significantly boosting the IAF's operational effectiveness.,He remains the only officer to hold the five-star Marshal of the Air Force rank in Indian history.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0261,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,"General Bipin Rawat, who tragically passed away in a 2021 helicopter crash, held which historic first position?",India's first Field Marshal,India's first Chief of Defence Staff,India's first Param Vir Chakra recipient,India's first woman General,B,"General Rawat was appointed as India's first Chief of Defence Staff in December 2019, a post aimed at improving tri-service coordination.","The post was created following recommendations that traced back, in part, to lessons learned from the Kargil War.",15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0262,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,"Which gallantry award, ranking just below the Sena Medal in some classifications, or rather above it, recognises distinguished non-combat service?",Maha Vir Chakra,Param Vir Chakra,"Vishisht Seva Medal (a distinguished service award, distinct from gallantry awards)",Ashok Chakra,C,"The Vishisht Seva Medal recognises distinguished service of an exceptional order, separate from the gallantry award hierarchy.","It has different classes (Param Vishisht, Ati Vishisht, and Vishisht) reflecting different levels of distinguished service.",15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0263,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,"The 'Sena Medal', 'Nao Sena Medal', and 'Vayu Sena Medal' are service-specific versions of which type of award?",A retirement honour only,A civilian award,An award only for sporting achievement,"A gallantry/distinguished service award below the Chakra series, one for each service",D,"Each service has its own version of this medal, awarded for gallantry or distinguished service at a level below the Vir Chakra tier.",These medals are relatively more frequently awarded compared to the higher Chakra and Vir Chakra series.,15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0264,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,Which Indian Air Force pilot is remembered for shooting down a Pakistani F-16 during the 2019 Balakot-related aerial engagement?,Wing Commander Abhinandan Varthaman,Air Marshal Arjan Singh,Air Chief Marshal P.C. Lal,Group Captain Ajay Ahuja,A,Wing Commander Abhinandan Varthaman's MiG-21 Bison was involved in the aerial engagement before he was captured and later released by Pakistan.,His safe return became a significant diplomatic and public event at the time.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0265,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,"Group Captain Ajay Ahuja, killed during the Kargil War, was flying which type of IAF aircraft when his aircraft was shot down?",Mirage 2000,MiG-21,Su-30MKI,Jaguar,B,His aircraft was shot down while searching for a fellow pilot who had ejected earlier in the conflict.,He was posthumously awarded the Vir Chakra for his actions during the Kargil War.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0266,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,"Which of these gallantry awards can be awarded to civilians as well as armed forces personnel, unlike the strictly military-only awards?",Maha Vir Chakra only,Param Vir Chakra only,"Ashok Chakra, Kirti Chakra, and Shaurya Chakra can be awarded to civilians",Vir Chakra only,C,"The peacetime gallantry award series (Ashok Chakra, Kirti Chakra, Shaurya Chakra) can be awarded to civilians for extraordinary bravery.","The wartime Param Vir Chakra, Maha Vir Chakra, and Vir Chakra are reserved specifically for armed forces personnel.",15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0267,Gallantry Awards & Heroes,Military Heroes,Hard,MCQ,Which naval officer commanded the Eastern Fleet during the 1971 war's naval operations against East Pakistan?,Admiral R.H. Tahiliani,Admiral S.M. Nanda,Vice Admiral R.D. Katari,Vice Admiral N. Krishnan,D,"Vice Admiral N. Krishnan commanded the Eastern Fleet, which played a key role in the naval blockade of East Pakistan.",Admiral S.M. Nanda served as the overall Chief of the Naval Staff during the war.,20,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0268,Gallantry Awards & Heroes,Military Heroes,Hard,MCQ,Which Army officer is credited with leading the daring capture of Sylhet during the 1971 war using a heliborne operation?,Lt Gen Sagat Singh,Lt Gen Jagjit Singh Aurora,Lt Gen J.F.R. Jacob,Field Marshal Sam Manekshaw,A,"Lt Gen Sagat Singh's IV Corps carried out a bold heliborne assault to capture Sylhet, showcasing innovative use of air mobility.",This operation is studied as an early example of successful heliborne assault tactics in Indian military history.,20,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0269,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,"Approximately how many Param Vir Chakras have been awarded since India's independence, as of recent tallies?",Around 5,Around 21,Around 100,Around 500,B,"The Param Vir Chakra has been awarded around 21 times since 1947, reflecting the extremely high threshold for the honour.","Many of these have been awarded posthumously, underscoring the extraordinary sacrifice involved.",15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0270,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,"The Chhamb sector, the site of intense fighting in both the 1965 and 1971 wars, lies along the border of which Indian state/UT?",Rajasthan,Punjab,Jammu and Kashmir,Himachal Pradesh,C,"Chhamb, located in the Jammu region, has repeatedly been a flashpoint in India-Pakistan conflicts due to its strategic location.",Its proximity to the international border makes it one of the most militarily sensitive sectors in the region.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0271,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,"General K.S. Thimayya, a highly respected Indian Army Chief, served prominently in which historical period?",Only during the Kargil War,Only during British colonial rule,Only during the 1971 war,"1950s, including the early years post-independence",D,General Thimayya's leadership style and strategic thinking left a lasting impact on the Indian Army's institutional development.,He also commanded Indian troops in earlier conflicts before rising to become Army Chief.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0272,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,"Which gallantry award category is specifically reserved for the highest degree of valour in the face of the enemy, translating roughly to 'Wheel of the Ultimate Brave'?",Param Vir Chakra,Maha Vir Chakra,Vir Chakra,Ashok Chakra,A,"The name Param Vir Chakra translates approximately to 'Wheel of the Supreme Brave', reflecting its status as India's highest honour.","The medal itself features a design based on Indra's Vajra, symbolising power and courage.",15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0273,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,The 1971 war saw significant IAF air combat on which fronts?,Only the western front,Both the western and eastern fronts,Only the eastern front,No significant air combat occurred,B,"The IAF conducted extensive operations on both fronts, achieving air superiority that supported the rapid ground advance in the east.",Several IAF pilots achieved multiple aerial victories during the intense air battles of this war.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0274,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,"The Shaurya Chakra, India's third-highest peacetime gallantry award, is often awarded for actions in which context?",Ceremonial functions,International sporting events,Counter-insurgency and anti-terrorism operations,Scientific research expeditions,C,"The Shaurya Chakra recognises gallantry displayed away from direct combat with an external enemy, often during internal security duties.","It has been awarded to personnel across the Army, Navy, Air Force, and central paramilitary forces.",15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0275,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,Which woman officer became one of the first women fighter pilots inducted into the Indian Air Force in 2016?,"Harita Kaur Deol, India's first woman solo pilot but not a fighter pilot","Kalpana Chawla, an astronaut rather than a fighter pilot","Sunita Williams, an astronaut rather than a fighter pilot",This was a group of officers rather than a single named 'first'; the 2016 batch included Avani Chaturvedi among others,D,Avani Chaturvedi was among the first batch of women fighter pilots commissioned by the IAF in 2016.,This marked a historic step in opening up frontline combat aviation roles to women in the Indian armed forces.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0276,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,Flight Lieutenant Harita Kaur Deol made history in the IAF for which achievement?,Becoming the first Indian woman to fly a fighter aircraft solo,Becoming the first woman Army General,Becoming the first woman submarine commander,Becoming the first woman Param Vir Chakra recipient,A,"She achieved this milestone in 1994, flying an Avro aircraft solo, well before women were permitted into fighter cockpits.",Her achievement paved the way for later generations of women aviators in the IAF.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0277,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,Which of these best describes when a gallantry award can be given posthumously?,Gallantry awards are never given posthumously,When the recipient is honoured after having died performing the act of valour,Only civilian awards can be given posthumously,Only the Param Vir Chakra can be given posthumously,B,"Posthumous awards are common across all gallantry categories, recognising the ultimate sacrifice made by many recipients.",Family members typically receive the award on behalf of the fallen soldier during the ceremony.,15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0278,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,Which Indian Army General led the successful 1971 Eastern Command operations that led to the fall of Dhaka?,General K.M. Cariappa,"Lt Gen A.A.K. Niazi (Pakistani commander, not Indian)",Lt Gen Jagjit Singh Aurora,"Field Marshal Sam Manekshaw (overall Army Chief, not Eastern Command GOC)",C,"Lt Gen Aurora, as GOC-in-C Eastern Command, directed the rapid advance that led to the surrender of Pakistani forces in Dhaka.",He personally accepted the Instrument of Surrender from Lt Gen Niazi on 16 December 1971.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0279,Gallantry Awards & Heroes,Gallantry Awards,Medium,MCQ,"The 'Param Vishisht Seva Medal' recognises which type of contribution, distinct from combat gallantry?",Length of peacetime service alone,Combat gallantry in the presence of the enemy,Sporting excellence,Distinguished service of the most exceptional order,D,"This award recognises outstanding distinguished service, often awarded to senior officers for exceptional leadership and contribution.","It is one of three grades of the Vishisht Seva Medal series, reflecting differing levels of distinguished service.",15,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0280,Gallantry Awards & Heroes,Military Heroes,Medium,MCQ,Which naval commanding officer went down with INS Khukri after it was torpedoed during the 1971 war?,Captain M.N. Mulla,Admiral S.M. Nanda,Vice Admiral N. Krishnan,Captain Ravindranath,A,"Captain M.N. Mulla chose to stay aboard INS Khukri as it sank after being torpedoed, helping his crew escape.",He was posthumously awarded the Maha Vir Chakra for his leadership and sacrifice.,15,45,"{""Gallantry Awards & Heroes"",""Military Heroes""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0281,Gallantry Awards & Heroes,Gallantry Awards,Easy,MCQ,Gallantry awards in India are typically announced and conferred around which national occasion each year?,Independence Day,Republic Day,Army Day,Navy Day,B,Most gallantry and distinguished service awards are announced as part of the Republic Day honours list on 26 January.,"Some awards, particularly for very recent acts of valour, may also be announced separately during the year.",10,45,"{""Gallantry Awards & Heroes"",""Gallantry Awards""}",NDA/CDS/SSB,AI-generated for Forge platform
DEF-0282,Defence Equipment,Missiles,Easy,MCQ,"Agni-V, one of India's most advanced missiles, is which type of weapon?",Surface-to-air missile,Anti-ship cruise missile,Intercontinental ballistic missile,Anti-tank guided missile,C,"Agni-V has a range exceeding 5,000 km, giving India the ability to strike targets across a very wide radius.","It uses a canister launch system, allowing it to be fired from road-mobile launchers for greater survivability.",10,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0283,Defence Equipment,Missiles,Medium,MCQ,"BrahMos is notable for being one of the fastest missiles of its type in the world, classified as which kind of weapon?",Surface-to-air missile,Ballistic missile,Anti-tank missile,Supersonic cruise missile,D,"BrahMos travels at nearly three times the speed of sound, making interception extremely difficult.","It can be launched from land, sea, air, and submarine platforms, a rare multi-platform capability.",15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0284,Defence Equipment,Missiles,Medium,MCQ,"Prithvi, one of India's earliest indigenously developed missiles, is which type of weapon?",Short-range ballistic missile,Intercontinental ballistic missile,Anti-ship cruise missile,Surface-to-air missile,A,Prithvi was among the first missiles developed under India's Integrated Guided Missile Development Programme.,"Its variants have been adapted for use by the Army, Navy, and Air Force.",15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0285,Defence Equipment,Missiles,Medium,MCQ,"Akash, an indigenously developed missile inducted by both the Army and Air Force, provides which capability?",Long-range strategic strike,Medium-range surface-to-air defence,Anti-submarine warfare,Anti-tank guided attack,B,"Akash can engage multiple aerial targets simultaneously, providing area air defence for critical assets.","It has been continuously upgraded, including versions with improved range and seeker technology.",15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0286,Defence Equipment,Missiles,Medium,MCQ,"Nag, an indigenously developed missile, is primarily designed for which role?",Ballistic missile defence,Air-to-air combat,Anti-tank guided missile,Anti-ship strike,C,"Nag uses a 'fire-and-forget' guidance system, allowing the launch platform to engage other targets immediately after firing.",It has been integrated with both land vehicles and helicopter-launched variants.,15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0287,Defence Equipment,Missiles,Medium,MCQ,"Astra, developed indigenously for IAF fighter jets, is which type of missile?",Surface-to-air missile,Anti-ship missile,Ballistic missile,Air-to-air missile,D,Astra gives Indian fighters an indigenous beyond-visual-range air combat capability.,It has been tested successfully on aircraft including the Su-30MKI and Tejas.,15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0288,Defence Equipment,Missiles,Medium,MCQ,"K-15 (Sagarika), a key missile in India's nuclear triad, is launched from which platform?",Submarines,Fighter aircraft,Land-based mobile launchers,Naval surface ships,A,Sagarika gives India's ballistic missile submarines like INS Arihant a credible underwater second-strike capability.,"This missile is central to completing India's nuclear triad across land, air, and sea platforms.",15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0289,Defence Equipment,Missiles,Medium,MCQ,"Agni-I, the shortest-range missile in the Agni series, has an approximate range of?","Around 5,000-8,000 km",Around 700-800 km,Around 50 km,"Around 15,000 km",B,Agni-I was designed to fill the gap between the shorter-range Prithvi and the longer-range Agni-II and beyond.,"The Agni series as a whole spans a wide range of capabilities, from short-range to intercontinental.",15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0290,Defence Equipment,Missiles,Medium,MCQ,Which Indian missile defence interceptor is designed to destroy incoming ballistic missiles outside the Earth's atmosphere?,Nag,Akash,PDV (Prithvi Defence Vehicle),Astra,C,"The PDV is part of India's Ballistic Missile Defence programme, designed for exo-atmospheric interception.","A complementary interceptor, the AAD, handles endo-atmospheric (within-atmosphere) interception.",15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0291,Defence Equipment,Missiles,Medium,MCQ,Which missile interceptor handles endo-atmospheric (within-atmosphere) interception in India's Ballistic Missile Defence system?,BrahMos,PDV,Agni-V,AAD (Advanced Air Defence),D,"AAD provides a lower-altitude layer of missile defence, complementing the higher-altitude PDV interceptor.","Together, these systems form a two-layered defence against incoming ballistic missile threats.",15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0292,Defence Equipment,Missiles,Medium,MCQ,"Pinaka, an indigenous system used by the Indian Army, is classified as which type of weapon?",Multi-barrel rocket launcher,Anti-tank guided missile,Surface-to-air missile,Torpedo,A,"Pinaka can fire a salvo of rockets in quick succession, providing devastating area saturation fire support.",It has been progressively upgraded with guided variants to improve accuracy at longer ranges.,15,45,"{""Defence Equipment"",""Missiles""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0293,Defence Equipment,Tanks,Easy,MCQ,"T-90 Bhishma, a mainstay of the Indian Army's armoured forces, originates from which country?",United States,Russia,France,Germany,B,"The T-90 was inducted to modernise India's tank fleet, with many units license-built domestically.","'Bhishma', the Indian designation, references a revered warrior figure from the Mahabharata.",10,45,"{""Defence Equipment"",""Tanks""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0294,Defence Equipment,Tanks,Medium,MCQ,"Arjun, an indigenously developed main battle tank, is manufactured by which Indian organisation?",Bharat Electronics Limited,HAL,"DRDO, with production support from Heavy Vehicles Factory",Mazagon Dock Limited,C,The Arjun tank was developed over several decades as part of India's push for indigenous armoured vehicle capability.,"An upgraded variant, Arjun Mk-1A, has been developed with numerous improvements over the original design.",15,45,"{""Defence Equipment"",""Tanks""}",NDA/CDS/AFCAT,AI-generated for Forge platform
DEF-0295,Defence Equipment,Tanks,Medium,MCQ,"T-72, an older but still significant tank in Indian Army service, originates from which country of design?",Israel,United Kingdom,United States,Soviet Union/Russia,D,"The T-72 has served the Indian Army for decades, though it is gradually being supplemented by newer T-90 units.","It was also license-produced in India, similar to the later T-90 programme.",15,45,"{""Defence Equipment"",""Tanks""}",NDA/CDS/AFCAT,AI-generated for Forge platform
